is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
0,65,2015,September,39,25,2,3,1,0,0,BB       ,GRC,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,7,       NULL,0,Transient,130.9,0,2,Check-Out,30-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,19.15,0,0,Canceled,13-08-2015
1,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,19.15,0,0,Canceled,13-08-2015
1,35,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
0,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,102,0,0,Check-Out,30-09-2015
0,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,102,0,0,Check-Out,30-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
0,192,2015,September,39,25,2,3,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,6,       NULL,0,Transient-Party,0,0,0,Check-Out,30-09-2015
0,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,102,0,0,Check-Out,30-09-2015
1,35,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,35,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,19.15,0,0,Canceled,13-08-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
0,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,102,0,0,Check-Out,30-09-2015
0,192,2015,September,39,25,2,3,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,6,       NULL,0,Transient-Party,102,0,0,Check-Out,30-09-2015
0,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,102,0,0,Check-Out,30-09-2015
0,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,102,0,0,Check-Out,30-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,35,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
0,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,102,0,0,Check-Out,30-09-2015
0,65,2015,September,39,25,2,3,1,0,0,BB       ,SVN,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,7,       NULL,0,Transient,118.14,0,1,Check-Out,30-09-2015
1,35,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
0,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,102,0,0,Check-Out,30-09-2015
0,65,2015,September,39,25,2,3,1,0,0,BB       ,SVN,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,7,       NULL,0,Transient,118.14,0,1,Check-Out,30-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,35,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,35,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,35,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,35,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,35,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
0,192,2015,September,39,25,2,3,1,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,1,No Deposit     ,6,       NULL,0,Transient-Party,86,0,0,Check-Out,30-09-2015
0,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,102,0,0,Check-Out,30-09-2015
0,65,2015,September,39,25,2,3,1,0,0,BB       ,GRC,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,7,       NULL,0,Transient,130.9,0,2,Check-Out,30-09-2015
1,87,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,192,2015,September,39,25,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,6,       NULL,0,Transient-Party,19.15,0,0,Canceled,13-08-2015
1,23,2015,September,39,26,0,1,2,2,0,BB       ,PRT,Online TA,TA/TO,0,0,0,F               ,F               ,1,No Deposit     ,9,       NULL,0,Contract,250,0,1,Canceled,04-09-2015
0,35,2015,September,39,26,1,1,2,0,0,BB       ,BRA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,200,0,1,Check-Out,28-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
0,18,2015,September,39,26,2,2,1,0,0,BB       ,ITA,Corporate,Corporate,0,0,0,A               ,A               ,0,No Deposit     ,       NULL,65,0,Transient,190,0,0,Check-Out,30-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
0,65,2015,September,39,26,2,2,2,0,0,BB       ,GRC,Offline TA/TO,TA/TO,0,0,0,A               ,D               ,0,No Deposit     ,13,       NULL,0,Contract,129.2,0,0,Check-Out,30-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,88,2015,September,39,26,2,2,2,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,21-08-2015
1,33,2015,September,39,26,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,16,       NULL,0,Transient,57.92,0,1,Canceled,24-08-2015
1,53,2015,September,39,26,2,3,3,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,D               ,D               ,0,No Deposit     ,13,       NULL,0,Contract,167.22,0,1,Canceled,23-09-2015
1,33,2015,September,39,26,2,3,2,0,0,BB       ,PRT,Offline TA/TO,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,16,       NULL,0,Transient,57.92,0,1,Canceled,24-08-2015
0,35,2015,September,39,26,2,4,2,0,0,BB       ,NOR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,166.58,0,2,Check-Out,02-10-2015
0,35,2015,September,39,26,2,4,2,0,0,BB       ,NOR,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Transient,166.58,0,2,Check-Out,02-10-2015
1,89,2015,September,40,27,1,0,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,22-09-2015
1,89,2015,September,40,27,1,0,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,22-09-2015
1,89,2015,September,40,27,1,0,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,22-09-2015
1,89,2015,September,40,27,1,0,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,22-09-2015
1,89,2015,September,40,27,1,0,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,89,2015,September,40,27,1,0,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
1,89,2015,September,40,27,1,0,1,0,0,BB       ,PRT,Groups,TA/TO,0,0,0,A               ,A               ,0,Non Refund     ,1,       NULL,0,Transient,170,0,0,Canceled,09-09-2015
0,169,2015,September,40,27,2,2,2,0,0,BB       ,SVK,Direct,Direct,0,0,0,A               ,A               ,1,No Deposit     ,       NULL,       NULL,0,Transient,163,0,0,Check-Out,01-10-2015
0,62,2015,September,40,27,4,5,2,0,0,BB       ,USA,Online TA,TA/TO,0,0,0,A               ,A               ,0,No Deposit     ,9,       NULL,0,Contract,131.51,0,3,Check-Out,06-10-2015
